SupplierCode|ProductCode|SupplierPartNumber|ProductName|Description|UnitPrice|Currency|UOM|LeadTimeDays|MinOrderQty|PackSize|EffectiveDate|ExpirationDate|Status
SUP023|PROD000320|SP-PAP-TRI-7275|Memory|High quality memory compatible with multiple printer models|174.16|GBP|EA|18|10|25|2025-08-20|2025-12-31|Active
SUP040|PROD000321|SP-MOT-LIG-1635|Paper Tray|High quality paper tray compatible with multiple printer models|267.52|CAD|GAL|22|1|25|2025-08-20|2025-12-31|Inactive
SUP024|PROD000322|SP-INK-PHO-5965|Fuser|High quality fuser compatible with multiple printer models|88.41|GBP|GAL|50|1|5|2025-08-20|2025-12-31|Active
SUP020|PROD000323|SP-MEM-PHO-5414|Paper Tray|High quality paper tray compatible with multiple printer models|183.85|USD|SET|35|5|25|2025-08-20|2025-12-31|Discontinued
SUP032|PROD000324|SP-CIR-PHO-1920|Circuit Board|High quality circuit board compatible with multiple printer models|238.69|USD|KG|52|50|25|2025-08-20|2025-12-31|Active
SUP050|PROD000325|SP-CIR-BLA-3846|Drum Unit|High quality drum unit compatible with multiple printer models|263.29|EUR|EA|22|1|25|2025-08-20|2025-12-31|Active
SUP024|PROD000326|SP-DRU-TRI-7035|Memory|High quality memory compatible with multiple printer models|154.5|USD|GAL|8|5|10|2025-08-20|2025-12-31|Inactive
SUP039|PROD000327|SP-MEM-MAG-8775|Motor|High quality motor compatible with multiple printer models|168.08|CAD|SET|60|10|1|2025-08-20|2025-12-31|Inactive
SUP002|PROD000328|SP-PAP-BLA-3669|Motor|High quality motor compatible with multiple printer models|235.26|EUR|SET|48|5|5|2025-08-20|2025-12-31|Inactive
SUP042|PROD000329|SP-PAP-BLA-1145|Memory|High quality memory compatible with multiple printer models|273.98|EUR|LT|58|1|5|2025-08-20|2025-12-31|Inactive
SUP039|PROD000330|SP-FUS-TRI-7943|Paper Tray|High quality paper tray compatible with multiple printer models|256.36|GBP|KG|20|25|10|2025-08-20|2025-12-31|Discontinued
SUP034|PROD000331|SP-MOT-LIG-2676|Photo Black Ink Cartridge|High quality photo black ink cartridge compatible with multiple printer models|171.06|CAD|KG|50|1|25|2025-08-20|2025-12-31|Active
SUP022|PROD000332|SP-FUS-PHO-5536|Fuser|High quality fuser compatible with multiple printer models|198.89|CAD|SET|16|50|5|2025-08-20|2025-12-31|Active
SUP039|PROD000333|SP-PAP-PHO-3292|Light Magenta Ink Cartridge|High quality light magenta ink cartridge compatible with multiple printer models|299.25|CAD|LB|32|25|1|2025-08-20|2025-12-31|Discontinued
SUP046|PROD000334|SP-MOT-YEL-6622|Drum Unit|High quality drum unit compatible with multiple printer models|207.77|GBP|GAL|29|50|10|2025-08-20|2025-12-31|Active
SUP043|PROD000335|SP-CIR-MAG-5813|Light Magenta Toner Cartridge|High quality light magenta toner cartridge compatible with multiple printer models|43.61|CAD|GAL|58|50|5|2025-08-20|2025-12-31|Discontinued
SUP022|PROD000336|SP-TON-YEL-6820|Drum Unit|High quality drum unit compatible with multiple printer models|224.79|CAD|LB|57|10|10|2025-08-20|2025-12-31|Inactive
SUP038|PROD000337|SP-FUS-LIG-2929|Memory|High quality memory compatible with multiple printer models|21.77|USD|LB|19|50|1|2025-08-20|2025-12-31|Discontinued
SUP025|PROD000338|SP-CIR-TRI-7768|Magenta Ink Cartridge|High quality magenta ink cartridge compatible with multiple printer models|46.38|EUR|KG|33|50|25|2025-08-20|2025-12-31|Active
SUP021|PROD000339|SP-PRI-CYA-8988|Transfer Belt|High quality transfer belt compatible with multiple printer models|191.51|EUR|KG|47|1|1|2025-08-20|2025-12-31|Inactive
SUP018|PROD000340|SP-DRU-MAG-3595|Memory|High quality memory compatible with multiple printer models|236.84|USD|SET|46|25|25|2025-08-20|2025-12-31|Inactive
SUP028|PROD000341|SP-MEM-LIG-1076|Yellow Ink Cartridge|High quality yellow ink cartridge compatible with multiple printer models|220.8|USD|KG|55|50|5|2025-08-20|2025-12-31|Active
SUP044|PROD000342|SP-INK-YEL-4707|Transfer Belt|High quality transfer belt compatible with multiple printer models|97.75|USD|LB|39|50|10|2025-08-20|2025-12-31|Active
SUP005|PROD000343|SP-INK-TRI-5764|Memory|High quality memory compatible with multiple printer models|219.97|CAD|LB|50|5|10|2025-08-20|2025-12-31|Inactive
SUP023|PROD000344|SP-DRU-MAG-7609|Yellow Ink Cartridge|High quality yellow ink cartridge compatible with multiple printer models|71.94|EUR|SET|53|1|50|2025-08-20|2025-12-31|Discontinued
SUP011|PROD000345|SP-TON-PHO-1612|Paper Tray|High quality paper tray compatible with multiple printer models|263.69|CAD|LT|46|1|50|2025-08-20|2025-12-31|Active
SUP043|PROD000346|SP-TON-BLA-1790|Light Cyan Toner Cartridge|High quality light cyan toner cartridge compatible with multiple printer models|136.62|USD|LT|23|25|5|2025-08-20|2025-12-31|Active
SUP045|PROD000347|SP-INK-TRI-7895|Tri-Color Toner Cartridge|High quality tri-color toner cartridge compatible with multiple printer models|189.09|EUR|LB|60|1|50|2025-08-20|2025-12-31|Discontinued
SUP040|PROD000348|SP-TON-TRI-2867|Light Magenta Toner Cartridge|High quality light magenta toner cartridge compatible with multiple printer models|64.39|EUR|KG|60|50|5|2025-08-20|2025-12-31|Inactive
SUP046|PROD000349|SP-PAP-TRI-3627|Light Magenta Ink Cartridge|High quality light magenta ink cartridge compatible with multiple printer models|273.63|GBP|KG|22|1|1|2025-08-20|2025-12-31|Discontinued
SUP006|PROD000350|SP-TON-LIG-3443|Cyan Toner Cartridge|High quality cyan toner cartridge compatible with multiple printer models|218.72|USD|KG|48|5|25|2025-08-20|2025-12-31|Inactive
SUP017|PROD000351|SP-MEM-BLA-2635|Print Head|High quality print head compatible with multiple printer models|262.99|CAD|KG|58|100|10|2025-08-20|2025-12-31|Inactive
SUP048|PROD000352|SP-TON-CYA-1751|Magenta Ink Cartridge|High quality magenta ink cartridge compatible with multiple printer models|201.02|EUR|KG|29|25|50|2025-08-20|2025-12-31|Inactive
SUP047|PROD000353|SP-TON-PHO-6615|Print Head|High quality print head compatible with multiple printer models|39.46|GBP|LB|24|25|25|2025-08-20|2025-12-31|Inactive
SUP042|PROD000354|SP-PRI-CYA-3171|Magenta Ink Cartridge|High quality magenta ink cartridge compatible with multiple printer models|36.48|GBP|LT|50|25|5|2025-08-20|2025-12-31|Discontinued
SUP025|PROD000355|SP-TRA-BLA-3140|Memory|High quality memory compatible with multiple printer models|276.59|USD|LB|35|1|1|2025-08-20|2025-12-31|Inactive
SUP042|PROD000356|SP-TRA-BLA-9598|Motor|High quality motor compatible with multiple printer models|218.78|EUR|GAL|28|50|50|2025-08-20|2025-12-31|Discontinued
SUP045|PROD000357|SP-MOT-CYA-8091|Drum Unit|High quality drum unit compatible with multiple printer models|147.68|GBP|SET|60|50|50|2025-08-20|2025-12-31|Active
SUP001|PROD000358|SP-PRI-LIG-9123|Print Head|High quality print head compatible with multiple printer models|28.0|GBP|KG|22|10|10|2025-08-20|2025-12-31|Active
SUP033|PROD000359|SP-DRU-LIG-7607|Drum Unit|High quality drum unit compatible with multiple printer models|29.17|GBP|LT|35|1|25|2025-08-20|2025-12-31|Inactive
SUP021|PROD000360|SP-TON-LIG-1291|Light Cyan Toner Cartridge|High quality light cyan toner cartridge compatible with multiple printer models|127.22|USD|EA|57|50|50|2025-08-20|2025-12-31|Discontinued
SUP020|PROD000361|SP-CIR-YEL-8474|Transfer Belt|High quality transfer belt compatible with multiple printer models|112.81|USD|SET|36|10|50|2025-08-20|2025-12-31|Discontinued
SUP039|PROD000362|SP-MEM-PHO-8414|Cyan Toner Cartridge|High quality cyan toner cartridge compatible with multiple printer models|229.23|EUR|EA|28|10|10|2025-08-20|2025-12-31|Discontinued
SUP034|PROD000363|SP-TRA-CYA-1750|Print Head|High quality print head compatible with multiple printer models|150.76|GBP|EA|23|50|5|2025-08-20|2025-12-31|Active
SUP008|PROD000364|SP-PAP-YEL-8488|Drum Unit|High quality drum unit compatible with multiple printer models|216.73|USD|LB|9|100|50|2025-08-20|2025-12-31|Active
SUP050|PROD000365|SP-MEM-LIG-9260|Print Head|High quality print head compatible with multiple printer models|289.36|USD|LT|54|1|50|2025-08-20|2025-12-31|Inactive
SUP038|PROD000366|SP-MEM-MAG-3845|Print Head|High quality print head compatible with multiple printer models|36.43|CAD|LT|31|25|50|2025-08-20|2025-12-31|Discontinued
SUP049|PROD000367|SP-DRU-TRI-7518|Transfer Belt|High quality transfer belt compatible with multiple printer models|291.31|GBP|SET|15|25|50|2025-08-20|2025-12-31|Discontinued
SUP048|PROD000368|SP-CIR-TRI-9975|Transfer Belt|High quality transfer belt compatible with multiple printer models|215.28|EUR|SET|20|50|10|2025-08-20|2025-12-31|Discontinued
SUP023|PROD000369|SP-PRI-MAG-9255|Circuit Board|High quality circuit board compatible with multiple printer models|210.12|CAD|GAL|14|10|50|2025-08-20|2025-12-31|Inactive
SUP038|PROD000370|SP-MOT-LIG-9747|Fuser|High quality fuser compatible with multiple printer models|263.97|GBP|EA|40|1|1|2025-08-20|2025-12-31|Inactive
SUP010|PROD000371|SP-INK-BLA-4275|Fuser|High quality fuser compatible with multiple printer models|226.54|EUR|KG|50|10|5|2025-08-20|2025-12-31|Active
SUP045|PROD000372|SP-FUS-YEL-9866|Photo Black Ink Cartridge|High quality photo black ink cartridge compatible with multiple printer models|245.31|USD|LT|50|100|50|2025-08-20|2025-12-31|Active
SUP048|PROD000373|SP-CIR-LIG-4892|Circuit Board|High quality circuit board compatible with multiple printer models|236.58|CAD|GAL|49|1|25|2025-08-20|2025-12-31|Inactive
SUP027|PROD000374|SP-TRA-BLA-1212|Fuser|High quality fuser compatible with multiple printer models|65.7|GBP|SET|47|100|10|2025-08-20|2025-12-31|Discontinued
SUP035|PROD000375|SP-MOT-YEL-4170|Fuser|High quality fuser compatible with multiple printer models|137.94|USD|SET|18|100|50|2025-08-20|2025-12-31|Active
SUP025|PROD000376|SP-INK-LIG-5572|Circuit Board|High quality circuit board compatible with multiple printer models|83.68|EUR|LT|23|1|10|2025-08-20|2025-12-31|Inactive
SUP046|PROD000377|SP-PRI-BLA-3518|Transfer Belt|High quality transfer belt compatible with multiple printer models|181.47|CAD|LB|57|50|50|2025-08-20|2025-12-31|Inactive
SUP005|PROD000378|SP-TRA-YEL-4012|Circuit Board|High quality circuit board compatible with multiple printer models|26.03|EUR|LB|41|50|25|2025-08-20|2025-12-31|Active
SUP023|PROD000379|SP-DRU-YEL-6437|Transfer Belt|High quality transfer belt compatible with multiple printer models|112.06|EUR|LT|40|25|50|2025-08-20|2025-12-31|Discontinued
SUP001|PROD000380|SP-TON-PHO-8301|Drum Unit|High quality drum unit compatible with multiple printer models|271.91|EUR|EA|50|10|25|2025-08-20|2025-12-31|Active
SUP025|PROD000381|SP-FUS-TRI-1404|Circuit Board|High quality circuit board compatible with multiple printer models|247.69|CAD|LT|58|50|25|2025-08-20|2025-12-31|Inactive
SUP003|PROD000382|SP-FUS-YEL-6248|Circuit Board|High quality circuit board compatible with multiple printer models|30.2|USD|SET|56|50|50|2025-08-20|2025-12-31|Active
SUP041|PROD000383|SP-TON-YEL-4492|Paper Tray|High quality paper tray compatible with multiple printer models|251.68|EUR|LT|60|100|25|2025-08-20|2025-12-31|Discontinued
SUP005|PROD000384|SP-PRI-BLA-8523|Transfer Belt|High quality transfer belt compatible with multiple printer models|17.13|USD|EA|18|10|50|2025-08-20|2025-12-31|Active
SUP037|PROD000385|SP-DRU-TRI-7678|Paper Tray|High quality paper tray compatible with multiple printer models|138.62|GBP|LB|27|1|25|2025-08-20|2025-12-31|Discontinued
SUP008|PROD000386|SP-CIR-BLA-2036|Motor|High quality motor compatible with multiple printer models|19.37|USD|KG|39|1|10|2025-08-20|2025-12-31|Discontinued
SUP020|PROD000387|SP-MOT-CYA-5612|Memory|High quality memory compatible with multiple printer models|118.13|USD|LB|17|50|5|2025-08-20|2025-12-31|Active
SUP048|PROD000388|SP-PAP-TRI-3360|Fuser|High quality fuser compatible with multiple printer models|205.11|CAD|EA|42|50|5|2025-08-20|2025-12-31|Active
SUP003|PROD000389|SP-INK-LIG-9800|Circuit Board|High quality circuit board compatible with multiple printer models|284.4|CAD|SET|54|100|10|2025-08-20|2025-12-31|Active
SUP027|PROD000390|SP-CIR-MAG-3637|Print Head|High quality print head compatible with multiple printer models|70.9|CAD|SET|14|5|50|2025-08-20|2025-12-31|Active
SUP049|PROD000391|SP-CIR-LIG-2198|Fuser|High quality fuser compatible with multiple printer models|203.47|CAD|EA|19|100|50|2025-08-20|2025-12-31|Inactive
SUP022|PROD000392|SP-TRA-MAG-4842|Tri-Color Toner Cartridge|High quality tri-color toner cartridge compatible with multiple printer models|188.13|EUR|KG|38|25|10|2025-08-20|2025-12-31|Discontinued
SUP043|PROD000393|SP-FUS-MAG-6971|Transfer Belt|High quality transfer belt compatible with multiple printer models|287.84|EUR|EA|27|5|5|2025-08-20|2025-12-31|Discontinued
SUP048|PROD000394|SP-PAP-TRI-6889|Print Head|High quality print head compatible with multiple printer models|205.79|CAD|LB|36|25|10|2025-08-20|2025-12-31|Inactive
SUP032|PROD000395|SP-CIR-CYA-3879|Motor|High quality motor compatible with multiple printer models|30.09|CAD|SET|41|5|10|2025-08-20|2025-12-31|Discontinued
SUP041|PROD000396|SP-TON-CYA-1305|Circuit Board|High quality circuit board compatible with multiple printer models|191.69|GBP|LT|20|1|50|2025-08-20|2025-12-31|Inactive
SUP035|PROD000397|SP-CIR-LIG-3435|Transfer Belt|High quality transfer belt compatible with multiple printer models|121.38|CAD|SET|36|50|50|2025-08-20|2025-12-31|Active
SUP026|PROD000398|SP-TRA-BLA-4913|Motor|High quality motor compatible with multiple printer models|207.13|EUR|LB|17|5|50|2025-08-20|2025-12-31|Discontinued
SUP043|PROD000399|SP-PRI-LIG-6878|Yellow Ink Cartridge|High quality yellow ink cartridge compatible with multiple printer models|229.86|EUR|EA|23|10|5|2025-08-20|2025-12-31|Active
SUP043|PROD000400|SP-DRU-PHO-7358|Memory|High quality memory compatible with multiple printer models|275.85|USD|EA|48|10|1|2025-08-20|2025-12-31|Discontinued
SUP034|PROD000401|SP-FUS-TRI-9918|Motor|High quality motor compatible with multiple printer models|57.1|GBP|KG|44|100|1|2025-08-20|2025-12-31|Discontinued
SUP017|PROD000402|SP-PAP-YEL-9460|Paper Tray|High quality paper tray compatible with multiple printer models|109.74|CAD|LB|57|25|50|2025-08-20|2025-12-31|Active
SUP033|PROD000403|SP-PRI-LIG-3713|Drum Unit|High quality drum unit compatible with multiple printer models|28.65|CAD|SET|16|5|5|2025-08-20|2025-12-31|Inactive
SUP039|PROD000404|SP-TON-YEL-7793|Transfer Belt|High quality transfer belt compatible with multiple printer models|217.75|GBP|GAL|37|25|5|2025-08-20|2025-12-31|Discontinued
SUP011|PROD000405|SP-PAP-BLA-4992|Magenta Ink Cartridge|High quality magenta ink cartridge compatible with multiple printer models|174.6|EUR|SET|47|50|1|2025-08-20|2025-12-31|Discontinued
SUP010|PROD000406|SP-INK-MAG-5231|Print Head|High quality print head compatible with multiple printer models|157.88|GBP|LT|43|100|1|2025-08-20|2025-12-31|Discontinued
SUP047|PROD000407|SP-FUS-CYA-4548|Memory|High quality memory compatible with multiple printer models|184.31|GBP|LB|17|5|25|2025-08-20|2025-12-31|Discontinued
SUP010|PROD000408|SP-MOT-MAG-9369|Fuser|High quality fuser compatible with multiple printer models|55.3|CAD|LB|45|50|1|2025-08-20|2025-12-31|Active
SUP025|PROD000409|SP-PAP-MAG-2778|Yellow Ink Cartridge|High quality yellow ink cartridge compatible with multiple printer models|159.67|GBP|SET|45|1|5|2025-08-20|2025-12-31|Inactive
SUP040|PROD000410|SP-MOT-BLA-9706|Circuit Board|High quality circuit board compatible with multiple printer models|227.19|USD|LB|49|5|50|2025-08-20|2025-12-31|Discontinued
SUP001|PROD000411|SP-PAP-LIG-7068|Light Cyan Ink Cartridge|High quality light cyan ink cartridge compatible with multiple printer models|73.46|GBP|LB|29|50|50|2025-08-20|2025-12-31|Active
SUP028|PROD000412|SP-PRI-TRI-8817|Drum Unit|High quality drum unit compatible with multiple printer models|273.56|USD|KG|45|50|25|2025-08-20|2025-12-31|Inactive
SUP013|PROD000413|SP-INK-BLA-9561|Black Toner Cartridge|High quality black toner cartridge compatible with multiple printer models|116.25|EUR|GAL|58|10|25|2025-08-20|2025-12-31|Inactive
SUP007|PROD000414|SP-PRI-LIG-5155|Fuser|High quality fuser compatible with multiple printer models|257.35|GBP|LT|30|50|10|2025-08-20|2025-12-31|Discontinued
SUP026|PROD000415|SP-DRU-LIG-8904|Print Head|High quality print head compatible with multiple printer models|114.83|GBP|KG|26|50|10|2025-08-20|2025-12-31|Discontinued
SUP026|PROD000416|SP-PRI-CYA-4764|Memory|High quality memory compatible with multiple printer models|236.22|EUR|EA|20|50|25|2025-08-20|2025-12-31|Inactive
SUP036|PROD000417|SP-MOT-BLA-3633|Paper Tray|High quality paper tray compatible with multiple printer models|289.57|USD|EA|59|5|25|2025-08-20|2025-12-31|Discontinued
SUP028|PROD000418|SP-TON-CYA-5310|Drum Unit|High quality drum unit compatible with multiple printer models|115.02|USD|GAL|31|25|50|2025-08-20|2025-12-31|Discontinued
SUP034|PROD000419|SP-FUS-BLA-3871|Memory|High quality memory compatible with multiple printer models|135.05|EUR|GAL|58|50|10|2025-08-20|2025-12-31|Active
SUP003|PROD000420|SP-MOT-YEL-3776|Photo Black Ink Cartridge|High quality photo black ink cartridge compatible with multiple printer models|76.33|USD|SET|12|10|25|2025-08-20|2025-12-31|Inactive
SUP043|PROD000421|SP-PAP-LIG-4281|Circuit Board|High quality circuit board compatible with multiple printer models|10.51|USD|EA|42|10|50|2025-08-20|2025-12-31|Discontinued
SUP023|PROD000422|SP-TRA-TRI-4707|Motor|High quality motor compatible with multiple printer models|289.13|GBP|LB|43|1|10|2025-08-20|2025-12-31|Active
SUP027|PROD000423|SP-CIR-CYA-2185|Circuit Board|High quality circuit board compatible with multiple printer models|92.5|USD|LT|23|50|50|2025-08-20|2025-12-31|Inactive
SUP045|PROD000424|SP-MEM-LIG-8923|Drum Unit|High quality drum unit compatible with multiple printer models|228.69|GBP|GAL|36|50|1|2025-08-20|2025-12-31|Inactive
SUP008|PROD000425|SP-FUS-CYA-7269|Drum Unit|High quality drum unit compatible with multiple printer models|205.0|EUR|KG|33|10|50|2025-08-20|2025-12-31|Discontinued
SUP001|PROD000426|SP-FUS-YEL-5706|Light Cyan Toner Cartridge|High quality light cyan toner cartridge compatible with multiple printer models|204.06|CAD|EA|42|5|25|2025-08-20|2025-12-31|Inactive
SUP023|PROD000427|SP-DRU-TRI-3994|Drum Unit|High quality drum unit compatible with multiple printer models|152.7|EUR|SET|54|5|10|2025-08-20|2025-12-31|Active
SUP015|PROD000428|SP-DRU-YEL-6833|Print Head|High quality print head compatible with multiple printer models|235.0|USD|EA|50|100|25|2025-08-20|2025-12-31|Discontinued
SUP001|PROD000429|SP-CIR-BLA-8901|Transfer Belt|High quality transfer belt compatible with multiple printer models|188.47|GBP|LT|24|25|5|2025-08-20|2025-12-31|Discontinued
SUP018|PROD000430|SP-PAP-YEL-3101|Light Cyan Ink Cartridge|High quality light cyan ink cartridge compatible with multiple printer models|146.62|USD|LT|29|25|5|2025-08-20|2025-12-31|Inactive
SUP008|PROD000431|SP-CIR-LIG-6171|Black Ink Cartridge|High quality black ink cartridge compatible with multiple printer models|204.18|GBP|LT|13|10|10|2025-08-20|2025-12-31|Discontinued
SUP017|PROD000432|SP-PRI-TRI-4885|Fuser|High quality fuser compatible with multiple printer models|144.57|CAD|KG|18|25|25|2025-08-20|2025-12-31|Active
SUP027|PROD000433|SP-TRA-PHO-7563|Fuser|High quality fuser compatible with multiple printer models|138.5|EUR|LT|50|5|1|2025-08-20|2025-12-31|Discontinued
SUP018|PROD000434|SP-DRU-LIG-7240|Drum Unit|High quality drum unit compatible with multiple printer models|48.87|EUR|LB|58|1|5|2025-08-20|2025-12-31|Inactive
SUP032|PROD000435|SP-PRI-PHO-8972|Fuser|High quality fuser compatible with multiple printer models|79.78|USD|LB|13|100|5|2025-08-20|2025-12-31|Active
SUP014|PROD000436|SP-FUS-LIG-2577|Memory|High quality memory compatible with multiple printer models|224.9|CAD|KG|30|50|50|2025-08-20|2025-12-31|Inactive
SUP023|PROD000437|SP-INK-LIG-2986|Transfer Belt|High quality transfer belt compatible with multiple printer models|261.0|EUR|LT|43|100|50|2025-08-20|2025-12-31|Active
SUP050|PROD000438|SP-FUS-PHO-6326|Circuit Board|High quality circuit board compatible with multiple printer models|149.31|GBP|EA|31|50|10|2025-08-20|2025-12-31|Inactive
SUP041|PROD000439|SP-PRI-MAG-6527|Paper Tray|High quality paper tray compatible with multiple printer models|191.58|GBP|EA|12|5|10|2025-08-20|2025-12-31|Active
SUP021|PROD000440|SP-TRA-TRI-5382|Motor|High quality motor compatible with multiple printer models|195.52|CAD|LB|56|10|50|2025-08-20|2025-12-31|Discontinued
SUP029|PROD000441|SP-PAP-MAG-4012|Magenta Ink Cartridge|High quality magenta ink cartridge compatible with multiple printer models|219.96|CAD|GAL|51|100|1|2025-08-20|2025-12-31|Active
SUP011|PROD000442|SP-PAP-CYA-2565|Light Magenta Toner Cartridge|High quality light magenta toner cartridge compatible with multiple printer models|167.23|USD|LB|40|1|1|2025-08-20|2025-12-31|Inactive
SUP040|PROD000443|SP-PRI-CYA-7387|Fuser|High quality fuser compatible with multiple printer models|73.42|CAD|LB|47|5|5|2025-08-20|2025-12-31|Discontinued
SUP011|PROD000444|SP-INK-BLA-6846|Transfer Belt|High quality transfer belt compatible with multiple printer models|260.08|GBP|LT|24|50|25|2025-08-20|2025-12-31|Active
SUP045|PROD000445|SP-CIR-MAG-8480|Motor|High quality motor compatible with multiple printer models|133.87|CAD|KG|37|50|5|2025-08-20|2025-12-31|Active
SUP029|PROD000446|SP-FUS-PHO-7753|Fuser|High quality fuser compatible with multiple printer models|51.77|USD|EA|40|5|10|2025-08-20|2025-12-31|Inactive
SUP031|PROD000447|SP-CIR-BLA-9059|Memory|High quality memory compatible with multiple printer models|94.08|GBP|KG|45|5|1|2025-08-20|2025-12-31|Discontinued
SUP024|PROD000448|SP-DRU-LIG-8161|Paper Tray|High quality paper tray compatible with multiple printer models|79.46|GBP|LB|21|10|1|2025-08-20|2025-12-31|Inactive
SUP041|PROD000449|SP-DRU-TRI-5664|Circuit Board|High quality circuit board compatible with multiple printer models|243.78|GBP|SET|11|5|5|2025-08-20|2025-12-31|Inactive
SUP008|PROD000450|SP-MEM-LIG-5458|Motor|High quality motor compatible with multiple printer models|150.64|CAD|EA|16|1|50|2025-08-20|2025-12-31|Active
SUP012|PROD000451|SP-TON-TRI-5410|Print Head|High quality print head compatible with multiple printer models|216.26|USD|SET|12|5|1|2025-08-20|2025-12-31|Inactive
SUP014|PROD000452|SP-TRA-LIG-6104|Memory|High quality memory compatible with multiple printer models|299.39|GBP|GAL|57|1|10|2025-08-20|2025-12-31|Active
SUP049|PROD000453|SP-PRI-BLA-5366|Paper Tray|High quality paper tray compatible with multiple printer models|26.98|GBP|SET|19|10|25|2025-08-20|2025-12-31|Active
SUP008|PROD000454|SP-DRU-LIG-8257|Drum Unit|High quality drum unit compatible with multiple printer models|222.85|USD|SET|36|100|1|2025-08-20|2025-12-31|Discontinued
SUP043|PROD000455|SP-DRU-LIG-7375|Fuser|High quality fuser compatible with multiple printer models|281.24|EUR|GAL|53|1|50|2025-08-20|2025-12-31|Discontinued
SUP008|PROD000456|SP-FUS-LIG-5895|Drum Unit|High quality drum unit compatible with multiple printer models|111.96|USD|GAL|20|1|5|2025-08-20|2025-12-31|Discontinued
SUP028|PROD000457|SP-TRA-BLA-3742|Fuser|High quality fuser compatible with multiple printer models|177.89|GBP|SET|7|1|50|2025-08-20|2025-12-31|Discontinued
SUP031|PROD000458|SP-MOT-MAG-7084|Yellow Toner Cartridge|High quality yellow toner cartridge compatible with multiple printer models|52.35|USD|GAL|46|10|1|2025-08-20|2025-12-31|Active
SUP023|PROD000459|SP-PRI-CYA-3061|Memory|High quality memory compatible with multiple printer models|74.4|CAD|LB|53|5|1|2025-08-20|2025-12-31|Discontinued
SUP025|PROD000460|SP-TRA-MAG-5107|Light Magenta Ink Cartridge|High quality light magenta ink cartridge compatible with multiple printer models|213.74|CAD|LT|51|25|5|2025-08-20|2025-12-31|Discontinued
SUP012|PROD000461|SP-CIR-PHO-6303|Memory|High quality memory compatible with multiple printer models|86.94|EUR|EA|40|5|25|2025-08-20|2025-12-31|Inactive
SUP017|PROD000462|SP-CIR-PHO-8439|Light Cyan Ink Cartridge|High quality light cyan ink cartridge compatible with multiple printer models|221.69|USD|LT|30|50|5|2025-08-20|2025-12-31|Inactive
SUP047|PROD000463|SP-TON-LIG-4110|Circuit Board|High quality circuit board compatible with multiple printer models|206.86|EUR|LT|25|10|25|2025-08-20|2025-12-31|Discontinued
SUP021|PROD000464|SP-TON-CYA-9572|Black Toner Cartridge|High quality black toner cartridge compatible with multiple printer models|251.54|EUR|SET|9|5|1|2025-08-20|2025-12-31|Inactive
SUP013|PROD000465|SP-TON-BLA-7366|Memory|High quality memory compatible with multiple printer models|160.58|CAD|EA|30|5|50|2025-08-20|2025-12-31|Discontinued
SUP005|PROD000466|SP-INK-YEL-9051|Light Magenta Toner Cartridge|High quality light magenta toner cartridge compatible with multiple printer models|241.49|USD|KG|42|100|25|2025-08-20|2025-12-31|Inactive
SUP046|PROD000467|SP-INK-TRI-9667|Cyan Ink Cartridge|High quality cyan ink cartridge compatible with multiple printer models|251.32|USD|SET|40|1|1|2025-08-20|2025-12-31|Discontinued
SUP015|PROD000468|SP-CIR-LIG-4104|Drum Unit|High quality drum unit compatible with multiple printer models|160.69|EUR|LT|47|5|50|2025-08-20|2025-12-31|Discontinued
SUP036|PROD000469|SP-PAP-CYA-6864|Memory|High quality memory compatible with multiple printer models|212.54|GBP|EA|17|5|50|2025-08-20|2025-12-31|Inactive
SUP033|PROD000470|SP-TRA-MAG-9747|Motor|High quality motor compatible with multiple printer models|136.24|CAD|KG|42|10|10|2025-08-20|2025-12-31|Inactive
SUP049|PROD000471|SP-PAP-PHO-4943|Motor|High quality motor compatible with multiple printer models|166.4|GBP|LT|54|10|10|2025-08-20|2025-12-31|Inactive
SUP029|PROD000472|SP-PAP-BLA-1567|Fuser|High quality fuser compatible with multiple printer models|181.14|EUR|KG|7|10|5|2025-08-20|2025-12-31|Active
SUP021|PROD000473|SP-INK-TRI-9376|Circuit Board|High quality circuit board compatible with multiple printer models|173.77|EUR|EA|9|25|10|2025-08-20|2025-12-31|Active
SUP009|PROD000474|SP-FUS-PHO-5093|Drum Unit|High quality drum unit compatible with multiple printer models|81.33|CAD|EA|43|25|50|2025-08-20|2025-12-31|Active
SUP047|PROD000475|SP-TON-PHO-8905|Print Head|High quality print head compatible with multiple printer models|149.54|USD|LT|48|10|1|2025-08-20|2025-12-31|Discontinued
SUP037|PROD000476|SP-PAP-CYA-1916|Transfer Belt|High quality transfer belt compatible with multiple printer models|108.28|GBP|LB|14|5|50|2025-08-20|2025-12-31|Active
SUP041|PROD000477|SP-PAP-BLA-5993|Circuit Board|High quality circuit board compatible with multiple printer models|18.1|EUR|KG|39|100|5|2025-08-20|2025-12-31|Active
SUP004|PROD000478|SP-PAP-LIG-9269|Yellow Toner Cartridge|High quality yellow toner cartridge compatible with multiple printer models|132.98|GBP|SET|15|10|1|2025-08-20|2025-12-31|Inactive
SUP037|PROD000479|SP-INK-LIG-5301|Light Cyan Toner Cartridge|High quality light cyan toner cartridge compatible with multiple printer models|153.53|EUR|SET|37|50|5|2025-08-20|2025-12-31|Inactive
